favorites,id,positive,negative,sentiment
47000,9.51205E+17,1,0,positive
52000,9.51184E+17,1,0,positive
110000,9.5111E+17,1,0,positive
86000,9.51106E+17,0,1,negative
100000,9.51094E+17,0,1,negative
56000,9.50946E+17,1,0,positive
49000,9.50937E+17,1,0,positive
115000,9.50884E+17,1,0,positive
76000,9.50867E+17,1,0,positive
54000,9.50863E+17,1,0,positive
68000,9.50824E+17,1,0,positive
106000,9.50777E+17,1,0,positive
98000,9.50507E+17,1,0,positive
76000,9.50502E+17,1,0,positive
54000,9.50502E+17,0,0,neutral
51000,9.50444E+17,1,0,positive
123000,9.50372E+17,1,0,positive
77000,9.50207E+17,0,1,negative
77000,9.50206E+17,1,0,positive
93000,9.50105E+17,1,0,positive
140000,9.50104E+17,1,0,positive
113000,9.50023E+17,0,1,negative
143000,9.50014E+17,0,1,negative
76000,9.50012E+17,1,0,positive
132000,9.49619E+17,1,0,positive
125000,9.49618E+17,1,0,positive
138000,9.49616E+17,0,1,negative
111000,9.49611E+17,0,1,negative
135000,9.49609E+17,1,0,positive
82000,9.49499E+17,0,1,negative
112000,9.49496E+17,1,0,positive
73000,9.49303E+17,0,1,negative
136000,9.49288E+17,0,1,negative
115000,9.49243E+17,1,0,positive
120000,9.49129E+17,0,1,negative
93000,9.49127E+17,1,0,positive
87000,9.49071E+17,1,0,positive
128000,9.49066E+17,1,0,positive
110000,9.48944E+17,0,1,negative
88000,9.4888E+17,1,0,positive
145000,9.48875E+17,1,0,positive
104000,9.48872E+17,1,0,positive
149000,9.48739E+17,1,0,positive
99000,9.48739E+17,1,0,positive
64000,9.48738E+17,1,0,positive
56000,9.48722E+17,1,0,positive
137000,9.48549E+17,1,0,positive
91000,9.48404E+17,1,0,positive
182000,9.4836E+17,0,1,negative
470000,9.48356E+17,1,0,positive
87000,9.48322E+17,1,0,positive
110000,9.48322E+17,1,0,positive
59000,9.48319E+17,1,0,positive
66000,9.48255E+17,1,0,positive
81000,9.48211E+17,1,0,positive
72000,9.48206E+17,1,0,positive
74000,9.48202E+17,1,0,positive
83000,9.48195E+17,1,0,positive
72000,9.48194E+17,1,0,positive
81000,9.48189E+17,1,0,positive
65000,9.48188E+17,1,0,positive
122000,9.48174E+17,1,0,positive
98000,9.48164E+17,0,1,negative
107000,9.47824E+17,1,0,positive
104000,9.47811E+17,1,0,positive
287000,9.47803E+17,1,0,positive
118000,9.47236E+17,1,0,positive
198000,9.47235E+17,0,1,negative
74000,9.47214E+17,1,0,positive
80000,9.47181E+17,0,0,neutral
78000,9.47181E+17,1,0,positive
132000,9.4695E+17,1,0,positive
136000,9.46732E+17,0,1,negative
114000,9.46729E+17,1,0,positive
94000,9.46724E+17,0,1,negative
193000,9.46532E+17,1,0,positive
64000,9.4652E+17,1,0,positive
70000,9.46461E+17,0,1,negative
118000,9.46416E+17,0,1,negative
103000,9.46415E+17,1,0,positive
62000,9.46402E+17,0,1,negative
80000,9.46211E+17,0,0,neutral
65000,9.46201E+17,0,1,negative
103000,9.46157E+17,1,0,positive
123000,9.45781E+17,1,0,positive
111000,9.45646E+17,1,0,positive
103000,9.45625E+17,1,0,positive
187000,9.45437E+17,1,0,positive
196000,9.45287E+17,0,0,neutral
141000,9.4514E+17,0,0,neutral
216000,9.45126E+17,1,0,positive
104000,9.4503E+17,1,0,positive
130000,9.44928E+17,0,1,negative
93000,9.44907E+17,0,1,negative
79000,9.44704E+17,1,0,positive
95000,9.447E+17,1,0,positive
65000,9.44667E+17,1,0,positive
69000,9.44666E+17,1,0,positive
114000,9.44666E+17,0,1,negative
113000,9.4433E+17,0,1,negative
64000,9.44308E+17,1,0,positive
85000,9.44308E+17,1,0,positive
68000,9.44276E+17,1,0,positive
97000,9.44248E+17,0,1,negative
96000,9.44223E+17,1,0,positive
86000,9.44222E+17,1,0,positive
80000,9.4421E+17,0,1,negative
114000,9.44192E+17,1,0,positive
44000,9.44188E+17,0,0,neutral
89000,9.44188E+17,1,0,positive
64000,9.43908E+17,1,0,positive
83000,9.43857E+17,1,0,positive
80000,9.43843E+17,1,0,positive
86000,9.43825E+17,1,0,positive
104000,9.43819E+17,0,1,negative
94000,9.43598E+17,1,0,positive
77000,9.43544E+17,0,0,neutral
64000,9.43534E+17,1,0,positive
82000,9.43521E+17,1,0,positive
74000,9.43489E+17,1,0,positive
131000,9.43363E+17,0,1,negative
119000,9.43214E+17,1,0,positive
90000,9.43136E+17,1,0,positive
65000,9.43079E+17,1,0,positive
106000,9.43074E+17,1,0,positive
62000,9.42921E+17,0,0,neutral
57000,9.42905E+17,0,1,negative
91000,9.42884E+17,1,0,positive
37000,9.42882E+17,0,0,neutral
41000,9.42882E+17,1,0,positive
40000,9.42841E+17,1,0,positive
79000,9.4283E+17,1,0,positive
99000,9.42827E+17,1,0,positive
41000,9.42722E+17,0,0,neutral
82000,9.42717E+17,1,0,positive
57000,9.42552E+17,1,0,positive
59000,9.42503E+17,1,0,positive
80000,9.4244E+17,0,1,negative
49000,9.4213E+17,0,0,neutral
65000,9.42123E+17,1,0,positive
103000,9.42045E+17,1,0,positive
61000,9.41869E+17,1,0,positive
53000,9.4182E+17,0,0,neutral
73000,9.4179E+17,1,0,positive
68000,9.41757E+17,0,0,neutral
49000,9.41724E+17,0,0,neutral
64000,9.41668E+17,0,0,neutral
36000,9.41418E+17,1,0,positive
82000,9.41406E+17,1,0,positive
65000,9.41404E+17,1,0,positive
53000,9.41401E+17,1,0,positive
72000,9.41353E+17,1,0,positive
86000,9.41292E+17,1,0,positive
80000,9.41095E+17,1,0,positive
94000,9.40956E+17,1,0,positive
111000,9.4093E+17,0,1,negative
70000,9.40905E+17,1,0,positive
114000,9.40796E+17,1,0,positive
72000,9.40706E+17,1,0,positive
85000,9.40588E+17,1,0,positive
74000,9.40584E+17,0,1,negative
81000,9.40568E+17,1,0,positive
136000,9.40555E+17,0,1,negative
127000,9.40224E+17,0,1,negative
110000,9.39968E+17,0,1,negative
89000,9.39851E+17,1,0,positive
118000,9.3985E+17,1,0,positive
116000,9.3968E+17,0,1,negative
87000,9.39643E+17,1,0,positive
82000,9.39634E+17,0,1,negative
71000,9.39616E+17,0,1,negative
50000,9.39565E+17,1,0,positive
61000,9.3956E+17,1,0,positive
55000,9.39521E+17,1,0,positive
136000,9.39485E+17,1,0,positive
85000,9.3948E+17,0,1,negative
56000,9.39478E+17,1,0,positive
69000,9.39475E+17,1,0,positive
65000,9.39376E+17,1,0,positive
72000,9.39355E+17,1,0,positive
38000,9.393E+17,1,0,positive
46000,9.39275E+17,0,0,neutral
61000,9.39209E+17,0,0,neutral
63000,9.39189E+17,1,0,positive
91000,9.39152E+17,0,1,negative
69000,9.39149E+17,0,1,negative
74000,9.3912E+17,1,0,positive
143000,9.39007E+17,0,0,neutral
46000,9.39006E+17,1,0,positive
59000,9.38878E+17,1,0,positive
58000,9.38874E+17,1,0,positive
52000,9.38862E+17,0,0,neutral
76000,9.38804E+17,1,0,positive
99000,9.38786E+17,1,0,positive
52000,9.38757E+17,1,0,positive
125000,9.38517E+17,0,0,neutral
44000,9.38469E+17,1,0,positive
62000,9.38441E+17,1,0,positive
174000,9.38423E+17,1,0,positive
47000,9.38185E+17,0,1,negative
62000,9.38102E+17,1,0,positive
69000,9.37662E+17,1,0,positive
84000,9.37654E+17,1,0,positive
89000,9.37653E+17,1,0,positive
89000,9.37642E+17,1,0,positive
116000,9.37315E+17,0,0,neutral
114000,9.37309E+17,0,1,negative
113000,9.37306E+17,0,1,negative
81000,9.37301E+17,1,0,positive
65000,9.37297E+17,0,0,neutral
86000,9.37279E+17,0,1,negative
98000,9.37145E+17,0,1,negative
106000,9.37143E+17,1,0,positive
133000,9.37141E+17,1,0,positive
74000,9.37137E+17,1,0,positive
91000,9.37066E+17,1,0,positive
107000,9.37007E+17,0,1,negative
119000,9.36942E+17,1,0,positive
66000,9.36865E+17,1,0,positive
56000,9.36714E+17,1,0,positive
83000,9.36688E+17,0,1,negative
76000,9.36556E+17,1,0,positive
110000,9.36554E+17,0,1,negative
119000,9.36551E+17,0,1,negative
145000,9.36437E+17,0,1,negative
144000,9.36395E+17,1,0,positive
106000,9.36394E+17,1,0,positive
50000,9.36352E+17,0,0,neutral
44000,9.36339E+17,1,0,positive
49000,9.36316E+17,1,0,positive
92000,9.3626E+17,1,0,positive
82000,9.3622E+17,1,0,positive
70000,9.36209E+17,0,1,negative
50000,9.36207E+17,1,0,positive
58000,9.36204E+17,0,1,negative
121000,9.36058E+17,1,0,positive
55000,9.36052E+17,0,0,neutral
74000,9.3604E+17,1,0,positive
68000,9.36038E+17,1,0,positive
107000,9.36038E+17,0,1,negative
48000,9.36032E+17,1,0,positive
45000,9.36014E+17,1,0,positive
51000,9.36006E+17,1,0,positive
38000,9.3594E+17,1,0,positive
46000,9.35883E+17,1,0,positive
94000,9.35881E+17,1,0,positive
80000,9.35875E+17,0,1,negative
93000,9.35845E+17,1,0,positive
79000,9.35842E+17,1,0,positive
62000,9.35838E+17,1,0,positive
35000,9.35834E+17,0,0,neutral
67000,9.35714E+17,1,0,positive
41000,9.35713E+17,1,0,positive
76000,9.35712E+17,1,0,positive
60000,9.35701E+17,0,1,negative
89000,9.35686E+17,0,1,negative
38000,9.35641E+17,1,0,positive
44000,9.35637E+17,1,0,positive
32000,9.35632E+17,1,0,positive
28000,9.35546E+17,0,0,neutral
79000,9.35513E+17,0,1,negative
105000,9.35494E+17,1,0,positive
94000,9.3549E+17,0,1,negative
47000,9.3534E+17,0,0,neutral
72000,9.3534E+17,1,0,positive
78000,9.35152E+17,1,0,positive
54000,9.3515E+17,0,1,negative
142000,9.35147E+17,0,1,negative
81000,9.34962E+17,1,0,positive
143000,9.34897E+17,1,0,positive
72000,9.34792E+17,1,0,positive
94000,9.34782E+17,0,1,negative
63000,9.34564E+17,0,1,negative
105000,9.34552E+17,0,1,negative
42000,9.34542E+17,0,1,negative
66000,9.34539E+17,0,1,negative
48000,9.34507E+17,1,0,positive
153000,9.3419E+17,0,1,negative
95000,9.34132E+17,0,1,negative
134000,9.34081E+17,0,1,negative
86000,9.34032E+17,1,0,positive
64000,9.3403E+17,1,0,positive
56000,9.34026E+17,0,0,neutral
64000,9.33922E+17,1,0,positive
61000,9.33919E+17,1,0,positive
83000,9.33837E+17,1,0,positive
54000,9.33831E+17,1,0,positive
94000,9.33721E+17,1,0,positive
49000,9.33692E+17,1,0,positive
136000,9.33663E+17,1,0,positive
8600,9.33659E+17,1,0,positive
193000,9.33659E+17,1,0,positive
48000,9.33517E+17,1,0,positive
117000,9.33448E+17,0,1,negative
59000,9.33446E+17,1,0,positive
48000,9.33319E+17,0,0,neutral
72000,9.33302E+17,1,0,positive
112000,9.33286E+17,0,1,negative
149000,9.33282E+17,0,1,negative
116000,9.3328E+17,0,1,negative
70000,9.33105E+17,1,0,positive
60000,9.33039E+17,0,0,neutral
73000,9.32578E+17,1,0,positive
145000,9.32571E+17,1,0,positive
69000,9.32434E+17,0,1,negative
139000,9.3242E+17,0,1,negative
61000,9.32397E+17,0,1,negative
125000,9.32392E+17,1,0,positive
65000,9.32389E+17,1,0,positive
255000,9.32303E+17,0,1,negative
178000,9.31878E+17,0,1,negative
119000,9.31685E+17,0,1,negative
51000,9.31662E+17,0,0,neutral
70000,9.31538E+17,0,1,negative
92000,9.31477E+17,1,0,positive
69000,9.31469E+17,1,0,positive
78000,9.3136E+17,1,0,positive
79000,9.31358E+17,0,1,negative
59000,9.31356E+17,1,0,positive
63000,9.31255E+17,0,0,neutral
61000,9.31224E+17,0,0,neutral
84000,9.31141E+17,0,0,neutral
86000,9.31123E+17,1,0,positive
82000,9.31122E+17,1,0,positive
65000,9.30982E+17,0,0,neutral
93000,9.30982E+17,0,0,neutral
67000,9.30841E+17,0,1,negative
78000,9.30838E+17,1,0,positive
61000,9.30837E+17,1,0,positive
153000,9.30816E+17,0,1,negative
44000,9.30752E+17,0,0,neutral
30000,9.30751E+17,0,0,neutral
124000,9.30749E+17,0,1,negative
48000,9.30747E+17,1,0,positive
85000,9.30745E+17,1,0,positive
79000,9.30657E+17,1,0,positive
80000,9.3049E+17,0,0,neutral
52000,9.30363E+17,1,0,positive
60000,9.30346E+17,1,0,positive
79000,9.3032E+17,1,0,positive
44000,9.30306E+17,1,0,positive
78000,9.30304E+17,1,0,positive
53000,9.30301E+17,1,0,positive
72000,9.30259E+17,1,0,positive
72000,9.30089E+17,0,1,negative
65000,9.30087E+17,1,0,positive
67000,9.30051E+17,1,0,positive
41000,9.3005E+17,1,0,positive
57000,9.29718E+17,0,0,neutral
54000,9.2967E+17,1,0,positive
67000,9.29655E+17,1,0,positive
582000,9.29511E+17,0,1,negative
110000,9.2951E+17,0,1,negative
145000,9.29504E+17,1,0,positive
69000,9.29503E+17,1,0,positive
54000,9.29493E+17,0,0,neutral
72000,9.29492E+17,1,0,positive
53000,9.29327E+17,0,0,neutral
110000,9.29321E+17,1,0,positive
95000,9.2897E+17,1,0,positive
54000,9.28936E+17,1,0,positive
46000,9.28932E+17,0,0,neutral
41000,9.28927E+17,0,0,neutral
37000,9.28923E+17,1,0,positive
49000,9.28918E+17,1,0,positive
48000,9.28861E+17,0,0,neutral
67000,9.28794E+17,1,0,positive
77000,9.2877E+17,1,0,positive
125000,9.28769E+17,0,1,negative
88000,9.28623E+17,0,0,neutral
86000,9.2852E+17,1,0,positive
126000,9.28326E+17,0,0,neutral
60000,9.28286E+17,1,0,positive
82000,9.2828E+17,0,1,negative
57000,9.28268E+17,1,0,positive
67000,9.28124E+17,1,0,positive
50000,9.28106E+17,1,0,positive
49000,9.28098E+17,0,0,neutral
40000,9.28098E+17,0,1,negative
56000,9.28097E+17,1,0,positive
28000,9.28083E+17,1,0,positive
75000,9.28075E+17,1,0,positive
58000,9.28065E+17,1,0,positive
59000,9.28017E+17,0,0,neutral
56000,9.27906E+17,1,0,positive
48000,9.27852E+17,1,0,positive
32000,9.27851E+17,0,1,negative
47000,9.27851E+17,1,0,positive
40000,9.27847E+17,0,1,negative
58000,9.27847E+17,1,0,positive
66000,9.27844E+17,1,0,positive
52000,9.27803E+17,1,0,positive
42000,9.27673E+17,0,1,negative
73000,9.27673E+17,1,0,positive
71000,9.27649E+17,1,0,positive
64000,9.27646E+17,1,0,positive
73000,9.27645E+17,0,1,negative
67000,9.27523E+17,0,0,neutral
79000,9.27397E+17,1,0,positive
174000,9.27266E+17,0,0,neutral
54000,9.27077E+17,1,0,positive
52000,9.27075E+17,1,0,positive
100000,9.27059E+17,1,0,positive
80000,9.27007E+17,0,0,neutral
70000,9.26973E+17,1,0,positive
66000,9.26794E+17,1,0,positive
149000,9.2679E+17,0,1,negative
73000,9.26708E+17,1,0,positive
63000,9.26647E+17,1,0,positive
83000,9.26581E+17,1,0,positive
127000,9.26493E+17,0,0,neutral
62000,9.26485E+17,0,0,neutral
87000,9.26482E+17,0,1,negative
69000,9.2646E+17,0,1,negative
76000,9.26456E+17,1,0,positive
71000,9.26456E+17,1,0,positive
65000,9.26422E+17,0,1,negative
53000,9.2642E+17,1,0,positive
95000,9.26418E+17,1,0,positive
70000,9.26416E+17,0,1,negative
122000,9.26406E+17,0,1,negative
67000,9.26405E+17,1,0,positive
82000,9.26403E+17,0,0,neutral
100000,9.26402E+17,0,1,negative
43000,9.2626E+17,1,0,positive
59000,9.26259E+17,1,0,positive
84000,9.2625E+17,1,0,positive
76000,9.26248E+17,0,1,negative
60000,9.26239E+17,1,0,positive
40000,9.26216E+17,1,0,positive
51000,9.26185E+17,0,0,neutral
43000,9.26177E+17,1,0,positive
51000,9.26158E+17,1,0,positive
68000,9.26155E+17,1,0,positive
52000,9.2614E+17,0,0,neutral
78000,9.26055E+17,0,1,negative
65000,9.26054E+17,1,0,positive
160000,9.25931E+17,0,1,negative
37000,9.25926E+17,1,0,positive
32000,9.25917E+17,1,0,positive
42000,9.25913E+17,1,0,positive
99000,9.2591E+17,1,0,positive
66000,9.25908E+17,1,0,positive
71000,9.25861E+17,0,1,negative
32000,9.25846E+17,1,0,positive
39000,9.25846E+17,1,0,positive
53000,9.25833E+17,1,0,positive
27000,9.25818E+17,0,0,neutral
32000,9.25818E+17,0,0,neutral
52000,9.25806E+17,1,0,positive
52000,9.2574E+17,0,0,neutral
77000,9.25739E+17,1,0,positive
37000,9.25717E+17,0,0,neutral
71000,9.25689E+17,0,0,neutral
94000,9.25687E+17,0,1,negative
121000,9.25685E+17,0,0,neutral
137000,9.25534E+17,1,0,positive
65000,9.25533E+17,0,1,negative
106000,9.25497E+17,1,0,positive
132000,9.25491E+17,0,0,neutral
102000,9.25475E+17,0,1,negative
41000,9.25448E+17,0,1,negative
27000,9.25441E+17,1,0,positive
38000,9.25425E+17,1,0,positive
58000,9.25394E+17,1,0,positive
26000,9.25389E+17,0,0,neutral
34000,9.25373E+17,0,1,negative
49000,9.25364E+17,0,1,negative
63000,9.25363E+17,0,1,negative
71000,9.25337E+17,0,0,neutral
53000,9.25336E+17,0,1,negative
55000,9.25334E+17,0,1,negative
86000,9.25006E+17,0,0,neutral
113000,9.25006E+17,0,1,negative
41000,9.24967E+17,1,0,positive
104000,9.24963E+17,1,0,positive
87000,9.24649E+17,1,0,positive
95000,9.24641E+17,1,0,positive
70000,9.24639E+17,0,1,negative
83000,9.24638E+17,1,0,positive
106000,9.24635E+17,0,1,negative
64000,9.24625E+17,1,0,positive
87000,9.24414E+17,0,1,negative
107000,9.244E+17,0,1,negative
60000,9.24397E+17,1,0,positive
51000,9.24383E+17,0,0,neutral
48000,9.24383E+17,1,0,positive
67000,9.24383E+17,0,1,negative
39000,9.24284E+17,0,0,neutral
124000,9.24252E+17,0,1,negative
84000,9.2425E+17,1,0,positive
64000,9.24097E+17,0,0,neutral
62000,9.24065E+17,0,0,neutral
40000,9.24056E+17,1,0,positive
42000,9.24022E+17,0,1,negative
42000,9.24011E+17,0,0,neutral
45000,9.23977E+17,0,1,negative
58000,9.23925E+17,1,0,positive
37000,9.23921E+17,0,0,neutral
95000,9.23906E+17,1,0,positive
47000,9.23895E+17,1,0,positive
90000,9.23877E+17,1,0,positive
47000,9.23871E+17,1,0,positive
43000,9.23869E+17,0,0,neutral
42000,9.23867E+17,1,0,positive
51000,9.23867E+17,1,0,positive
43000,9.23721E+17,0,1,negative
53000,9.23663E+17,1,0,positive
127000,9.23566E+17,0,0,neutral
65000,9.23558E+17,0,0,neutral
50000,9.23553E+17,1,0,positive
58000,9.23552E+17,1,0,positive
38000,9.23546E+17,1,0,positive
50000,9.23392E+17,1,0,positive
48000,9.23366E+17,1,0,positive
29000,9.2332E+17,0,0,neutral
33000,9.23313E+17,1,0,positive
115000,9.23277E+17,1,0,positive
43000,9.23273E+17,0,0,neutral
52000,9.23269E+17,1,0,positive
35000,9.23244E+17,1,0,positive
31000,9.23238E+17,1,0,positive
47000,9.23213E+17,1,0,positive
68000,9.23166E+17,1,0,positive
89000,9.23151E+17,1,0,positive
56000,9.2315E+17,1,0,positive
63000,9.23149E+17,0,0,neutral
74000,9.23148E+17,0,1,negative
83000,9.22951E+17,1,0,positive
30000,9.22903E+17,1,0,positive
92000,9.22834E+17,1,0,positive
63000,9.2283E+17,0,0,neutral
59000,9.22828E+17,0,1,negative
55000,9.22818E+17,1,0,positive
56000,9.228E+17,0,1,negative
77000,9.22798E+17,0,1,negative
68000,9.22603E+17,0,1,negative
83000,9.2244E+17,1,0,positive
110000,9.22431E+17,0,0,neutral
109000,9.22428E+17,1,0,positive
116000,9.22072E+17,0,1,negative
101000,9.22071E+17,1,0,positive
44000,9.22068E+17,1,0,positive
73000,9.21891E+17,1,0,positive
72000,9.2189E+17,0,0,neutral
68000,9.21888E+17,1,0,positive
62000,9.21872E+17,1,0,positive
94000,9.21849E+17,1,0,positive
92000,9.2183E+17,0,1,negative
77000,9.21828E+17,0,1,negative
44000,9.21781E+17,0,0,neutral
89000,9.21726E+17,0,1,negative
50000,9.21725E+17,0,0,neutral
195000,9.21716E+17,0,1,negative
85000,9.21709E+17,1,0,positive
65000,9.21706E+17,1,0,positive
70000,9.21525E+17,1,0,positive
60000,9.21484E+17,0,0,neutral
34000,9.21449E+17,0,0,neutral
46000,9.21444E+17,0,0,neutral
99000,9.21323E+17,1,0,positive
70000,9.21319E+17,1,0,positive
67000,9.21318E+17,0,1,negative
51000,9.21243E+17,1,0,positive
48000,9.2121E+17,1,0,positive
84000,9.21208E+17,0,1,negative
51000,9.2119E+17,1,0,positive
46000,9.21114E+17,1,0,positive
68000,9.20988E+17,0,0,neutral
81000,9.20982E+17,0,1,negative
111000,9.20972E+17,0,1,negative
67000,9.20966E+17,1,0,positive
77000,9.20848E+17,0,1,negative
41000,9.20795E+17,1,0,positive
53000,9.20784E+17,0,0,neutral
65000,9.20776E+17,1,0,positive
91000,9.20752E+17,1,0,positive
39000,9.20733E+17,0,1,negative
34000,9.20716E+17,1,0,positive
41000,9.20696E+17,1,0,positive
40000,9.20668E+17,1,0,positive
56000,9.20646E+17,1,0,positive
91000,9.20612E+17,0,1,negative
94000,9.20607E+17,1,0,positive
87000,9.20605E+17,1,0,positive
56000,9.206E+17,0,0,neutral
68000,9.20597E+17,0,0,neutral
79000,9.20596E+17,1,0,positive
59000,9.20475E+17,1,0,positive
40000,9.20451E+17,0,0,neutral
59000,9.20426E+17,0,0,neutral
95000,9.20425E+17,0,0,neutral
67000,9.20408E+17,0,0,neutral
59000,9.20407E+17,0,1,negative
35000,9.20364E+17,1,0,positive
23000,9.2034E+17,1,0,positive
43000,9.20323E+17,1,0,positive
46000,9.20268E+17,1,0,positive
61000,9.2007E+17,1,0,positive
139000,9.19914E+17,0,0,neutral
90000,9.1991E+17,1,0,positive
86000,9.19909E+17,1,0,positive
71000,9.19908E+17,0,1,negative
53000,9.19901E+17,1,0,positive
54000,9.199E+17,1,0,positive
72000,9.1956E+17,1,0,positive
56000,9.19555E+17,1,0,positive
65000,9.19314E+17,0,1,negative
109000,9.19163E+17,1,0,positive
77000,9.19161E+17,0,0,neutral
63000,9.19013E+17,1,0,positive
56000,9.19009E+17,0,1,negative
63000,9.19008E+17,1,0,positive
50000,9.19006E+17,1,0,positive
65000,9.19003E+17,1,0,positive
38000,9.1896E+17,0,0,neutral
61000,9.18901E+17,0,0,neutral
45000,9.18895E+17,0,0,neutral
74000,9.18886E+17,0,0,neutral
68000,9.18877E+17,1,0,positive
58000,9.18809E+17,1,0,positive
85000,9.18806E+17,0,1,negative
70000,9.18797E+17,1,0,positive
47000,9.18796E+17,0,1,negative
59000,9.18773E+17,0,0,neutral
63000,9.18647E+17,1,0,positive
80000,9.18631E+17,0,1,negative
46000,9.18572E+17,1,0,positive
63000,9.18541E+17,1,0,positive
48000,9.18523E+17,1,0,positive
74000,9.18458E+17,0,1,negative
60000,9.18433E+17,1,0,positive
47000,9.18431E+17,1,0,positive
44000,9.18428E+17,1,0,positive
35000,9.18417E+17,1,0,positive
56000,9.18275E+17,1,0,positive
80000,9.18267E+17,0,1,negative
29000,9.18264E+17,0,0,neutral
52000,9.18257E+17,1,0,positive
53000,9.18228E+17,1,0,positive
26000,9.18224E+17,1,0,positive
106000,9.18202E+17,1,0,positive
91000,9.18113E+17,0,1,negative
67000,9.1811E+17,0,1,negative
98000,9.18065E+17,1,0,positive
78000,9.18063E+17,1,0,positive
69000,9.18061E+17,1,0,positive
51000,9.1806E+17,0,0,neutral
74000,9.18059E+17,0,0,neutral
71000,9.17923E+17,1,0,positive
64000,9.17922E+17,0,1,negative
61000,9.17895E+17,1,0,positive
57000,9.17734E+17,1,0,positive
54000,9.17725E+17,1,0,positive
88000,9.17702E+17,0,1,negative
92000,9.17699E+17,1,0,positive
80000,9.17696E+17,1,0,positive
129000,9.17695E+17,0,0,neutral
155000,9.17568E+17,0,1,negative
63000,9.17458E+17,0,0,neutral
101000,9.17345E+17,1,0,positive
100000,9.17342E+17,0,0,neutral
70000,9.17177E+17,0,1,negative
72000,9.17172E+17,1,0,positive
74000,9.1713E+17,0,0,neutral
61000,9.17115E+17,1,0,positive
125000,9.17091E+17,1,0,positive
61000,9.1703E+17,1,0,positive
58000,9.17029E+17,1,0,positive
66000,9.17027E+17,0,1,negative
34000,9.17024E+17,0,0,neutral
70000,9.1678E+17,1,0,positive
57000,9.16763E+17,1,0,positive
70000,9.16751E+17,0,1,negative
67000,9.1675E+17,0,0,neutral
33000,9.16748E+17,0,0,neutral
62000,9.16666E+17,1,0,positive
68000,9.16656E+17,1,0,positive
64000,9.16639E+17,1,0,positive
87000,9.16635E+17,1,0,positive
69000,9.16634E+17,0,1,negative
62000,9.16622E+17,1,0,positive
62000,9.16621E+17,1,0,positive
85000,9.1612E+17,0,1,negative
73000,9.15907E+17,0,1,negative
147000,9.15897E+17,1,0,positive
86000,9.15894E+17,0,1,negative
55000,9.15891E+17,0,0,neutral
93000,9.1589E+17,1,0,positive
103000,9.15745E+17,1,0,positive
90000,9.15722E+17,1,0,positive
85000,9.15605E+17,0,0,neutral
64000,9.15597E+17,0,1,negative
88000,9.15589E+17,1,0,positive
144000,9.15539E+17,0,1,negative
82000,9.15523E+17,1,0,positive
63000,9.15379E+17,1,0,positive
97000,9.15371E+17,1,0,positive
56000,9.15351E+17,1,0,positive
36000,9.15336E+17,1,0,positive
69000,9.15326E+17,1,0,positive
197000,9.1518E+17,1,0,positive
296000,9.1481E+17,0,1,negative
65000,9.14662E+17,1,0,positive
175000,9.14566E+17,0,1,negative
58000,9.14498E+17,0,0,neutral
95000,9.14498E+17,1,0,positive
70000,9.14468E+17,1,0,positive
75000,9.14467E+17,1,0,positive
76000,9.14465E+17,0,1,negative
108000,9.14311E+17,0,0,neutral
44000,9.1427E+17,1,0,positive
86000,9.1426E+17,1,0,positive
116000,9.14255E+17,1,0,positive
62000,9.14252E+17,1,0,positive
71000,9.14228E+17,1,0,positive
63000,9.14218E+17,0,1,negative
33000,9.14217E+17,1,0,positive
43000,9.14217E+17,1,0,positive
58000,9.14217E+17,0,0,neutral
58000,9.14214E+17,1,0,positive
56000,9.14211E+17,1,0,positive
61000,9.14208E+17,1,0,positive
71000,9.14189E+17,1,0,positive
84000,9.14099E+17,1,0,positive
64000,9.14096E+17,1,0,positive
74000,9.14095E+17,1,0,positive
57000,9.14091E+17,1,0,positive
64000,9.1409E+17,1,0,positive
51000,9.14089E+17,0,1,negative
64000,9.14087E+17,0,1,negative
4000,9.13902E+17,1,0,positive
27000,9.13892E+17,0,0,neutral
49000,9.13889E+17,0,0,neutral
29000,9.13856E+17,1,0,positive
47000,9.13822E+17,0,0,neutral
55000,9.1376E+17,1,0,positive
67000,9.13758E+17,0,1,negative
53000,9.13725E+17,0,0,neutral
62000,9.13724E+17,0,0,neutral
84000,9.1359E+17,1,0,positive
60000,9.13555E+17,1,0,positive
69000,9.1355E+17,1,0,positive
51000,9.13549E+17,1,0,positive
62000,9.13488E+17,1,0,positive
80000,9.13403E+17,1,0,positive
73000,9.13372E+17,1,0,positive
70000,9.1322E+17,1,0,positive
57000,9.13187E+17,1,0,positive
55000,9.13118E+17,1,0,positive
89000,9.13036E+17,1,0,positive
61000,9.13035E+17,0,0,neutral
60000,9.13004E+17,0,0,neutral
50000,9.13003E+17,1,0,positive
86000,9.12998E+17,0,0,neutral
58000,9.12994E+17,1,0,positive
81000,9.12864E+17,1,0,positive
136000,9.12848E+17,1,0,positive
51000,9.12837E+17,1,0,positive
32000,9.12826E+17,1,0,positive
37000,9.1281E+17,0,1,negative
43000,9.12807E+17,0,0,neutral
43000,9.12792E+17,0,0,neutral
40000,9.1278E+17,1,0,positive
35000,9.12712E+17,1,0,positive
82000,9.12665E+17,0,0,neutral
63000,9.12651E+17,1,0,positive
47000,9.12637E+17,1,0,positive
80000,9.1263E+17,1,0,positive
104000,9.12627E+17,0,1,negative
